a 어
commission 코미션
commissioner 커미셔너
commons 커먼즈
commons 코먼스
commonwealth 커먼웰스
commonwealth 코먼웰스
communalism 커뮤널리즘
communication 커뮤니케이션
communism 코뮤니즘
communitus 커뮤니터스
community 커뮤니티
como 코모
comoro 코모로
comoros 코모로
comox 커먹스
compact 컴펙트
compact 콤팩트
company 컴퍼니
comparator 콤퍼레이터
compartment 컴파트먼트
compass 컴퍼스
competition 컴페티션
compile 컴파일
compiler 컴파일러
compinion 컴피니온
complex 콤플렉스
compliance 컴플라이언스
component 컴포넌트
compress 콤프레스
compressor 컴프레서
compton 컴튼
compton 콤프턴
compulsory 컴펄서리
computer 컴퓨터
computing 컴퓨팅
computocracy 컴퓨토크라시
computopia 컴퓨토피아
comstock 콤스톡
comte 콩트
comtrac 콤트랙
conakry 코나크리
conalbumin 콘알부민
conan 코넌
conant 코넌트
conaway 코너웨이
concent 콘센트
conception 컨셉션
concert 콘서트
concertina 콘서티나
concertmaster 콘서트마스터
conchiolin 콘키올린
concho 콘초
conchocelis 콘코셀리스
conchoid 콘코이드
concise 콘사이스
conconully 코코널리
concord 콩코드
concordia 컨커디아
concours 콩쿨
concourse 콩코스
concrete 콘크리트
conda 콘다
conde 콩데
condenser 콘덴서
condillac 콩디야크
condit 콘딧
condition 컨디션
condo 콘도
condoleezza 콘돌리자
condom 콘돔
condominium 콘도
condominium 콘도미니엄
condon 콘던
condorcet 콩도르세
conductance 컨덕턴스
cone 콘
conecuh 코니커
conestoga 코네스토가
conesus 코네서스
conference 콘퍼런스
confidence 컨피던스
congeliturbate 콘젤리터베이트
conger 콩어
congerville 콩거빌
congo 콩고
congreve 콩그리브
conifer 코니퍼
conine 코닌
conklin 콘클린
conley 콘리
conneaut 코니어트
connect 커넥트
connecticut 코네티컷
connectin 커넥틴
connector 커넥터
connell 코널
connelly 코널리
connersville 코너스빌
connersville 코너즈빌
connolly 코널리
conodont 코노돈트
conoscope 코노스코프
conover 코노버
conrad 콘래드
conran 콘란
conroe 콘로
conroy 콘로이
consequent 콘시퀀트
console 콘솔
consonance 콘소넌스
consortium 컨소시엄
constable 컨스터블
constable 콘스터블
constant 콘스턴트
constanta 콘스탄짜
constantan 콘스탄탄
constantia 콘스탄시아
constantin 콘스탄틴
constantine 콘스탄틴
constantinople 콘스탄티노플
constantius 콘스탄티우스
constitution 컨스티투션
consul 콘술
consul 콘슐
consultant 컨설턴트
consultation 컨설테이션
consumerism 컨슈머리즘
contact 콘택트
container 컨테이너
container 콘테이너
contct 콘택트
conte 콩트
contemporary 컨템퍼러리
contents 콘텐츠
contest 콘테스트
conti 콘티
continuity 콘티뉴이티
contrabass 콘트라베이스
contrabassoon 콘트라바순
contralto 콘트랄토
contrast 콘트라스트
control 컨트롤
controller 컨트롤러
convallatoxin 콘발라톡신
convent 콘벤트
converse 컨버스
convert 컨버트
converter 컨버터
convertible 컨버터블
conveyor 컨베이어
conway 콘웨이
conyers 코니어스
coode 쿠드
cook 쿡
cooke 쿡
cookeville 쿡빌
cookie 쿠키
cooking 쿠킹
cookstown 쿡스타운
cooksville 쿡스빌
cooktown 쿡타운
cooky 쿠키
cool 쿨
cooley 쿨리
coolgardie 쿨가디
coolidge 쿨리지
coolie 쿨리
cooma 쿠마
coon 쿤
cooper 쿠퍼
coopers 쿠퍼스
cooperstown 쿠퍼즈타운
coopersville 쿠퍼스빌
cooperton 쿠퍼턴
coopertown 쿠퍼타운
coordination 코디
coordination 코디네이션
coordinator 코디네이터
coosa 쿠사
cooter 쿠터
copake 코페이크
copal 코펄
copan 코팬
cope 코프
copeau 코포
copeland 코프랜드
copen 코펜
copenhagen 코펜하겐
copernicus 코페르니쿠스
copland 코플런드
coppell 코펄
coppell 코펠
copperhead 코퍼헤드
copperhill 코퍼힐
coppermine 코퍼마인
coppock 카포크
coppola 코폴라
copra 코프라
copula 코퓰러
copy 카피
copywriter 카피라이터
coquelin 코클랭
coquimbo 코킴보
coquina 코키나
cora 코라
coralville 코럴빌
corazzini 코라치니
corbat 코뱃
corbett 코베트
corbin 코빈
corbyn 코빈
corcoran 코코란
corcoran 코코런
corcoran 콜코란
cord 코드
cordele 코델
cordele 코딜
cordelia 코델리아
cordell 코델
corder 코더
cordesman 코더스먼
cordier 코르디에
cordillera 코르디예라
cordoba 코르도바
cordova 코도바
cordova 코르도바
cordovan 코도반
cordray 코드레이
cordyline 코르딜리네
core 코어
corelli 코렐리
corey 코리
corfu 코르푸
corgi 코기
corinna 코리나
corinne 커린
corinne 코린
corinth 코린스
corinth 코린트
coriolis 코리올리
cork 코르크
cork 코크
corkscrew 코르크스크루
corley 콜리
corn 콘
corneille 코르네유
cornelia 코닐리아
cornelia 코르넬리아
cornelius 코넬리우스
cornelius 코닐리어스
cornelius 코르넬리우스
cornell 코넬
corner 코너
corner 코너킥
cornering 코너링
cornersville 코너스빌
cornersville 코너즈빌
cornet 코넷
corney 코나이
cornflakes 콘플레이크
cornice 코니스
corning 코닝
cornish 코니시
cornland 콘랜드
cornstarch 콘스타치
cornucopia 코르누코피아
cornwall 콘월
cornwallis 콘월리스
cornwell 콘웰
corolla 코롤라
coromandel 코로만델
corona 코로나
coronado 코로나도
coronagraph 코로나그래프
coronizing 코로나이징
corot 코로
corporation 코퍼레이션
corral 코랄
correggio 코레조
correia 코레이아
correll 코렐
correns 코렌스
corrigan 코리건
corry 코리
corse 코르스
corset 코르셋
corsica 코르시카
corsicana 코르시카나
corsicana 코시캐나
corso 코소
cortana 코타나
cortes 코르테스
cortex 코텍스
cortez 코르테즈
corticoid 코르티코이드
corticosteroid 코르티코스테로이드
corticosterone 코르티코스테론
cortin 코르틴
cortisol 코르티솔
cortisone 코르티손
cortland 코틀랜드
cortlandt 코틀랜트
corton 코턴
cortona 코르토나
cortot 코르토
corundum 커런덤
corunna 커루나
corunna 코러나
corvallis 코르발리스
corwin 코윈
cory 코리
corycium 코리슘
corydon 코리던
corydon 코리든
coryell 코옐
cos 코스어
cosby 코스비
cosby 코즈비
cosec 코세크
cosecant 코시컨트
cosgrove 코스그로브
coshocton 코쇽턴
cosine 코사인
cosmas 코스마스
cosmetic 코스메틱
cosmoledo 코스몰레도
cosmopolis 코스모폴리스
cosmopolitan 코즈모폴리턴
cosmopolitanism 코즈모폴리터니즘
cosmos 코스모스
cosmotron 코스모트론
cospar 코스파
cossa 코사
cossack 코사크
cost 코스트
costco 코스트코
coster 코스터
costume 코스튬
cotangent 코탄젠트
cotat 코태트
cotati 코타티
cote 코티
cotonou 코토누
cotopaxi 코토팍시
cotte 코트
cotter 코터
cottle 코틀
cottleville 코틀빌
cotton 코튼
cottondale 코튼데일
cottontown 코튼타운
cottonwood 코튼우드
cottrell 코트렐
cotulla 커툴라
cotunnite 커터나이트
coty 코티
coubertin 쿠베르탱
couch 카우치
couchsurfing 카우치서핑
cougar 쿠거
coughlin 코글린
coulanges 쿨랑주
coulomb 쿨롬
coulomb 쿨롱
coulometer 쿨로미터
coulter 콜터
coulterville 콜터빌
coumarone 쿠마론
counce 카운스
council 카운슬
council 카운실
counseling 카운슬링
counselor 카운슬러
count 카운트
countdown 카운트다운
counter 카운터
counterblow 카운터블로
counterpoint 카운터포인트
counterpunch 카운터펀치
countershaft 카운터샤프트
countout 카운트아웃
country 컨트리
countryside 컨트리사이드
couperin 쿠프랭
coupland 커플랜드
couple 커플
couples 커플스
couplet 쿠플레
coupling 커플링
coupon 쿠폰
couponmoa 쿠폰모아
courant 쿠랑
courbet 쿠르베
couric 커릭
courmarin 쿠마린
cournot 쿠르노
course 코스
courseware 코스웨어
court 코트
courteline 쿠르틀린
courtenay 코트네이
courtenay 코트니
courteney 코트니
courter 코터
courtland 코트랜드
courtland 코틀랜드
courtney 코트니
courtois 쿠르토아
courtois 쿠르투아
coushatta 쿠샤타
cousin 쿠쟁
coutaud 쿠토
cove 코브
covel 코벨
coventry 코번트리
coventry 코벤트리
cover 카바
cover 커버
coveralls 커버올스
coverdale 커버데일
covering 커버링
covert 커버트
covert 코버트
covey 커비
covina 코비나
covington 커빙턴
covington 코빙턴
cowan 카원
coward 카워드
coward 코워드
cowart 코워트
cowboy 카우보이
cowden 카우든
cowdrey 카우드리
cowen 코웬
coweta 커위타
coweta 코위타
cowgill 카우길
cowley 카울리
cowling 카울링
cowper 쿠퍼
cox 콕스
coxsackie 콕새키
coxswain 콕스웨인
coy 코이
coyle 코일
coyote 코요테
cozad 코자드
cp 시피
cpi 시피아이
cpm 시피엠
cpr 시피아르
cps 시피에스
cpu 시피유
cpx 시피엑스
cqd 시큐디
crab 크랩
crabapple 크래브애플
crabapple 크랩애플
crabb 크랩
crabbe 크래브
crabtree 크랩트리
crack 크랙
cracker 크래커
cracking 크래킹
cracknell 크래크널
crafton 크래프턴
craig 크레이그
craigavon 크레이개번
crain 크레인
crainville 크레인빌
cram 크램
cramers 크레이머스
cramerton 크레머턴
cranach 크라나흐
cranbrook 크랜브룩
crandall 크랜달
crandall 크랜돌
crandall 크랜들
crandon 크랜든
crane 크레인
crank 크랭크
crankshaft 크랭크샤프트
cranston 크랜스턴
crary 크레리
crash 크래시
crashaw 크래쇼
crassus 크라수스
crater 크레이터
cravenette 크래버넷
crawford 크러퍼드
crawford 크로퍼드
crawfordsville 크로퍼즈빌
crawfordville 크로포드빌
crawl 크롤
crawler 크롤러
crawley 크롤리
crawshay 크로셰이
crayon 크레용
crazing 크레이징
crazy 크레이지
crazyarcade 크레이지아케이드
crd 시아르디
cream 크림
create 크리트
creatine 크레아틴
creatinine 크레아티닌
creator 크리에이터
crede 크리드
credi 크레디
creede 크리드
creedmoor 크리드무어
creek 크리크
creekside 크리크사이드
creep 크리프
creepage 크리피지
creighton 크레이턴
crelle 크렐레
crellin 크렐린
cremer 크리머
crenshaw 크렌쇼
creola 크레올라
creola 크리얼라
creosol 크레오솔
creosote 크레오소트
crepe 크레이프
cres 츠레스
cresco 크레스코
cresol 크레졸
cressent 크레상
cressey 크레시
crestline 크레스틀라인
creston 크레스턴
crestone 크레스톤
crestview 크레스트뷰
crestwood 크레스트우드
creta 크레타
crete 그레데
crete 크리트
crevasse 크레바스
crewe 크루
crichton 크라이턴
cricket 크리켓
criders 크라이더스
cridronograph 크라이드로노그래프
crimea 크리미아
crinoline 크리놀린
crisfield 크리스필드
crisis 크라이시스
crisp 크리스프
crispi 크리스피
cristobal 크리스토벌
cristobalite 크리스토발라이트
crittenden 크리텐던
critz 크리츠
crivelli 크리벨리
croaker 크로커
croatia 크로아티아
croce 크로체
crocker 크로커
crockett 크로케트
crockett 크로켓
crockett 크로킷
crocodile 크로커다일
crocus 크로커스
croesus 크리서스
croft 크로프트
crofton 크로프턴
crome 크롬
cromer 크로머
crommelynck 크롬랭크
crompton 크럼프턴
cromwell 크롬웰
cronaca 크로나카
cronenberg 크로넌버그
cronin 크로닌
cronk 크롱크
cronkite 크롱카이트
cronos 크로노스
crook 크룩
crooked 크루커드
crookes 크룩스
crooksite 크룩사이트
crookston 크룩스턴
croom 크룸
crosby 크로스비
crosby 크로즈비
crosbyton 크로즈비턴
cross 크로스
crossbar 크로스바
crossgate 크로스게이트
crosshead 크로스헤드
crossland 크로스랜드
crosstimbers 크로스팀버스
crossville 크로스빌
crosswick 크로스위크
crothersville 크로더스빌
croton 크로톤
crouch 크라우치
croup 크루프
crow 크로
crow 크로우
crowd 크라우드
crowder 크라우더
crowe 크로
crowell 크로얼
crowell 크로웰
crowley 크로울리
crowley 크롤리
crown 크라운
croydon 크로이던
crozet 크로제
crt 시아르티
cruger 크루거
cruise 크루즈
cruiser 크루저
crum 크럼
crump 크럼프
crumpler 클럼플러
crusher 크러셔
crusoe 크루소
crust 크러스트
crutch 크러치
cruz 크루스
cruz 크루즈
cruzeiro 크루제이루
cryotron 크라이오트론
cryptoxanthin 크립토크산틴
crystal 크리스탈
crystal 크리스털
crystl 크리스틀
csce 시에스시이
ct 시티
ctc 시티시
ctesiphon 크테시폰
cts 시티에스
cuba 쿠바
cubeba 쿠베바
cubism 큐비즘
cubit 큐빗
cuccinelli 쿠치넬리
cuchara 쿠차라
cuckoo 쿠쿠
cucumber 쿠쿰버
cudahy 쿠더헤이
cuddihy 커디히
cudworth 커드워스
cue 큐
cuernavaca 쿠에르나바카
cuero 쿠에로
cuero 퀘로
cuesta 케스타
cuffe 커프
cuffs 커프스
cug 시유지
cugnot 퀴뇨
cuiaba 쿠이아바
culberson 컬버슨
culdesac 컬드삭
culex 큘렉스
cullen 컬런
cullen 컬렌
cullman 컬먼
cullman 쿨만
culloden 컬로든
cullum 컬럼
culpeper 컬페퍼
culpepper 컬페퍼
cultivator 컬티베이터
culture 컬처
culver 컬버
culverton 컬버턴
cumberland 컴벌랜드
cumbria 컴브리아
cumby 컴비
cumene 쿠멘
cumming 커밍
cummings 커밍스
cummington 커밍턴
cummins 커민스
cumol 쿠몰
cumpton 컴프턴
cunard 커나드
cunning 커닝
cunningham 커닝엄
cunningham 커닝햄
cup 컵
cupcake 컵케이크
cupertino 쿠퍼티노
cupferron 쿠페론
cupid 큐피드
cuplike 컵라이크
cupola 큐폴라
curare 쿠라레
curator 큐레이터
curcuma 쿠르쿠마
curcumine 쿠르쿠민
curd 커드
curel 퀴렐
cureton 큐어턴
curie 퀴리
curite 큐라이트
curitiba 쿠리티바
curium 퀴륨
curl 컬
curlew 컬루
curling 컬링
curran 커랜
curran 커런
currant 커랜드
curriculum 커리큘럼
currie 커리
currituck 커리턱
curry 카레
curry 커리
cursor 커서
curt 커트
curtain 커텐
curtain 커튼
curtis 커티스
curtius 쿠르티우스
curve 커브
curvometer 커보미터
curzon 커즌
cusack 큐잭
cusanus 쿠자누스
cuscom 커스컴
cuscus 쿠스쿠스
cusec 큐섹
cushing 쿠싱
cushion 쿠션
cushman 쿠쉬먼
cushman 쿠시먼
cusseta 커시타
cusseta 쿠세타
cusson 쿠손
custard 커스터드
custer 커스터
custom 커스텀
cut 커트
cut 컷
cutback 컷백
cuthbert 커스버트
cuticle 큐티클
cuticula 큐티쿨라
cutin 큐틴
cutler 커틀러
cutlet 커틀릿
cutoff 컷오프
cutter 커터
cutwork 컷워크
cuvette 큐벳
cuvier 퀴비에
cuyuna 카이유나
cvt 시브이티
cy 사이
cyan 사이안
cyan 시안
cyanamide 시안아미드
cyanide 시아나이드
cyanin 시아닌
cyanoacetylene 시아노아세틸렌
cyanocobalamine 시아노코발라민
cyanogen 시아노겐
cybele 키벨레
cyber 사이버
cyberapt 사이버아파트
cyberculture 사이버컬처
cyberliteracy 사이버리터러시
cybernetics 사이버네틱스
cyberslacking 사이버슬래킹
cyberspy 사이버스파이
cybersquatting 사이버스쿼팅
cyberterror 사이버테러
cyborg 사이보그
cyclamen 시클라멘
cycle 사이클
cycling 사이클링
cycloalkane 시클로알칸
cyclobarbital 시클로바르비탈
cyclohexane 시클로헥산
cyclohexanone 시클로헥사논
cycloid 사이클로이드
cyclone 사이클론
cycloolefin 시클로올레핀
cyclopan 시클로판
cycloparaffin 시클로파라핀
cyclopentane 시클로펜탄
cyclopropan 사이클로프로판
cyclopropane 시클로프로판
cycloserine 사이클로세린
cyclosporine 사이클로스포린
